Cell ID,PseudoTime,Time,Experiment
E0_323,0.3226452905811623,323.0,0
E0_324,0.32364729458917835,324.0,0
E0_325,0.3246492985971944,325.0,0
E0_326,0.3256513026052104,326.0,0
E0_327,0.32665330661322645,327.0,0
E0_328,0.3276553106212425,328.0,0
E0_329,0.3286573146292585,329.0,0
E0_330,0.32965931863727455,330.0,0
E0_331,0.3306613226452906,331.0,0
E0_332,0.3316633266533066,332.0,0
E0_333,0.33266533066132264,333.0,0
E0_334,0.3336673346693387,334.0,0
E0_335,0.3346693386773547,335.0,0
E0_336,0.33567134268537074,336.0,0
E0_337,0.3366733466933868,337.0,0
E0_338,0.3376753507014028,338.0,0
E0_339,0.33867735470941884,339.0,0
E0_340,0.3396793587174349,340.0,0
E0_341,0.3406813627254509,341.0,0
E0_342,0.34168336673346694,342.0,0
E0_343,0.342685370741483,343.0,0
E0_344,0.343687374749499,344.0,0
E0_345,0.34468937875751504,345.0,0
E0_346,0.3456913827655311,346.0,0
E0_347,0.3466933867735471,347.0,0
E0_348,0.34769539078156314,348.0,0
E0_349,0.3486973947895792,349.0,0
E0_350,0.3496993987975952,350.0,0
E0_351,0.35070140280561124,351.0,0
E0_352,0.3517034068136273,352.0,0
E0_353,0.3527054108216433,353.0,0
E0_354,0.35370741482965934,354.0,0
E0_355,0.35470941883767537,355.0,0
E0_356,0.3557114228456914,356.0,0
E0_357,0.35671342685370744,357.0,0
E0_358,0.35771543086172347,358.0,0
E0_359,0.3587174348697395,359.0,0
E0_360,0.35971943887775554,360.0,0
E0_361,0.36072144288577157,361.0,0
E0_362,0.36172344689378755,362.0,0
E0_363,0.3627254509018036,363.0,0
E0_364,0.3637274549098196,364.0,0
E0_365,0.36472945891783565,365.0,0
E0_366,0.3657314629258517,366.0,0
E0_367,0.3667334669338677,367.0,0
E0_368,0.36773547094188375,368.0,0
E0_369,0.3687374749498998,369.0,0
E0_370,0.3697394789579158,370.0,0
E0_371,0.37074148296593185,371.0,0
E0_372,0.3717434869739479,372.0,0
E0_373,0.3727454909819639,373.0,0
E0_374,0.37374749498997994,374.0,0
E0_375,0.374749498997996,375.0,0
E0_376,0.375751503006012,376.0,0
E0_377,0.37675350701402804,377.0,0
E0_378,0.3777555110220441,378.0,0
E0_379,0.3787575150300601,379.0,0
E0_380,0.37975951903807614,380.0,0
E0_381,0.3807615230460922,381.0,0
E0_382,0.3817635270541082,382.0,0
E0_383,0.38276553106212424,383.0,0
E0_384,0.3837675350701403,384.0,0
E0_385,0.3847695390781563,385.0,0
E0_386,0.38577154308617234,386.0,0
E0_387,0.3867735470941884,387.0,0
E0_388,0.3877755511022044,388.0,0
E0_389,0.38877755511022044,389.0,0
E0_390,0.3897795591182365,390.0,0
E0_391,0.3907815631262525,391.0,0
E0_392,0.39178356713426854,392.0,0
E0_393,0.3927855711422846,393.0,0
E0_394,0.3937875751503006,394.0,0
E0_395,0.39478957915831664,395.0,0
E0_396,0.39579158316633267,396.0,0
E0_397,0.3967935871743487,397.0,0
E0_398,0.39779559118236474,398.0,0
E0_399,0.39879759519038077,399.0,0
E0_400,0.3997995991983968,400.0,0
E0_401,0.40080160320641284,401.0,0
E0_402,0.40180360721442887,402.0,0
E0_403,0.4028056112224449,403.0,0
E0_404,0.40380761523046094,404.0,0
E0_405,0.40480961923847697,405.0,0
E0_406,0.405811623246493,406.0,0
E0_407,0.40681362725450904,407.0,0
E0_408,0.40781563126252507,408.0,0
E0_409,0.4088176352705411,409.0,0
E0_410,0.40981963927855714,410.0,0
E0_411,0.41082164328657317,411.0,0
E0_412,0.4118236472945892,412.0,0
E0_413,0.41282565130260523,413.0,0
E0_414,0.41382765531062127,414.0,0
E0_415,0.4148296593186373,415.0,0
E0_416,0.41583166332665333,416.0,0
E0_417,0.4168336673346693,417.0,0
E0_418,0.41783567134268534,418.0,0
E0_419,0.4188376753507014,419.0,0
E0_420,0.4198396793587174,420.0,0
E0_421,0.42084168336673344,421.0,0
E0_422,0.4218436873747495,422.0,0
E0_423,0.4228456913827655,423.0,0
E0_424,0.42384769539078154,424.0,0
E0_425,0.4248496993987976,425.0,0
E0_426,0.4258517034068136,426.0,0
E0_427,0.42685370741482964,427.0,0
E0_428,0.4278557114228457,428.0,0
E0_429,0.4288577154308617,429.0,0
E0_430,0.42985971943887774,430.0,0
E0_431,0.4308617234468938,431.0,0
E0_432,0.4318637274549098,432.0,0
E0_433,0.43286573146292584,433.0,0
E0_434,0.4338677354709419,434.0,0
E0_435,0.4348697394789579,435.0,0
E0_436,0.43587174348697394,436.0,0
E0_437,0.43687374749499,437.0,0
E0_438,0.437875751503006,438.0,0
E0_439,0.43887775551102204,439.0,0
E0_440,0.43987975951903807,440.0,0
E0_441,0.4408817635270541,441.0,0
E0_442,0.44188376753507014,442.0,0
E0_443,0.44288577154308617,443.0,0
E0_444,0.4438877755511022,444.0,0
E0_445,0.44488977955911824,445.0,0
E0_446,0.44589178356713427,446.0,0
E0_447,0.4468937875751503,447.0,0
E0_448,0.44789579158316634,448.0,0
E0_449,0.44889779559118237,449.0,0
E0_450,0.4498997995991984,450.0,0
E0_451,0.45090180360721444,451.0,0
E0_452,0.45190380761523047,452.0,0
E0_453,0.4529058116232465,453.0,0
E0_454,0.45390781563126253,454.0,0
E0_455,0.45490981963927857,455.0,0
E0_456,0.4559118236472946,456.0,0
E0_457,0.45691382765531063,457.0,0
E0_458,0.45791583166332667,458.0,0
E0_459,0.4589178356713427,459.0,0
E0_460,0.45991983967935873,460.0,0
E0_461,0.46092184368737477,461.0,0
E0_462,0.4619238476953908,462.0,0
E0_463,0.46292585170340683,463.0,0
E0_464,0.46392785571142287,464.0,0
E0_465,0.4649298597194389,465.0,0
E0_466,0.46593186372745493,466.0,0
E0_467,0.46693386773547096,467.0,0
E0_468,0.467935871743487,468.0,0
E0_469,0.46893787575150303,469.0,0
E0_470,0.46993987975951906,470.0,0
E0_471,0.4709418837675351,471.0,0
E0_472,0.47194388777555113,472.0,0
E0_473,0.4729458917835671,473.0,0
E0_474,0.47394789579158314,474.0,0
E0_475,0.4749498997995992,475.0,0
E0_476,0.4759519038076152,476.0,0
E0_477,0.47695390781563124,477.0,0
E0_478,0.4779559118236473,478.0,0
E0_479,0.4789579158316633,479.0,0
E0_480,0.47995991983967934,480.0,0
E0_481,0.48096192384769537,481.0,0
E0_482,0.4819639278557114,482.0,0
E0_483,0.48296593186372744,483.0,0
E0_484,0.48396793587174347,484.0,0
E0_485,0.4849699398797595,485.0,0
E0_486,0.48597194388777554,486.0,0
E0_487,0.48697394789579157,487.0,0
E0_488,0.4879759519038076,488.0,0
E0_489,0.48897795591182364,489.0,0
E0_490,0.48997995991983967,490.0,0
E0_491,0.4909819639278557,491.0,0
E0_492,0.49198396793587174,492.0,0
E0_493,0.49298597194388777,493.0,0
E0_494,0.4939879759519038,494.0,0
E0_495,0.49498997995991983,495.0,0
E0_496,0.49599198396793587,496.0,0
E0_497,0.4969939879759519,497.0,0
E0_498,0.49799599198396793,498.0,0
E0_499,0.49899799599198397,499.0,0
E0_500,0.5,500.0,0
E0_501,0.501002004008016,501.0,0
E0_502,0.5020040080160321,502.0,0
E0_503,0.503006012024048,503.0,0
E0_504,0.5040080160320641,504.0,0
E0_505,0.5050100200400801,505.0,0
E0_506,0.5060120240480962,506.0,0
E0_507,0.5070140280561122,507.0,0
E0_508,0.5080160320641283,508.0,0
E0_509,0.5090180360721442,509.0,0
E0_510,0.5100200400801603,510.0,0
E0_511,0.5110220440881763,511.0,0
E0_512,0.5120240480961924,512.0,0
E0_513,0.5130260521042084,513.0,0
E0_514,0.5140280561122245,514.0,0
E0_515,0.5150300601202404,515.0,0
E0_516,0.5160320641282565,516.0,0
E0_517,0.5170340681362725,517.0,0
E0_518,0.5180360721442886,518.0,0
E0_519,0.5190380761523046,519.0,0
E0_520,0.5200400801603207,520.0,0
E0_521,0.5210420841683366,521.0,0
E0_522,0.5220440881763527,522.0,0
E0_523,0.5230460921843687,523.0,0
E0_524,0.5240480961923848,524.0,0
E0_525,0.5250501002004008,525.0,0
E0_526,0.5260521042084169,526.0,0
E0_527,0.5270541082164328,527.0,0
E0_528,0.5280561122244489,528.0,0
E0_529,0.5290581162324649,529.0,0
E0_530,0.530060120240481,530.0,0
E0_531,0.531062124248497,531.0,0
E0_532,0.5320641282565131,532.0,0
E0_533,0.533066132264529,533.0,0
E0_534,0.5340681362725451,534.0,0
E0_535,0.5350701402805611,535.0,0
E0_536,0.5360721442885772,536.0,0
E0_537,0.5370741482965932,537.0,0
E0_538,0.5380761523046093,538.0,0
E0_539,0.5390781563126252,539.0,0
E0_540,0.5400801603206413,540.0,0
E0_541,0.5410821643286573,541.0,0
E0_542,0.5420841683366734,542.0,0
E0_543,0.5430861723446894,543.0,0
E0_544,0.5440881763527055,544.0,0
E0_545,0.5450901803607214,545.0,0
E0_546,0.5460921843687375,546.0,0
E0_547,0.5470941883767535,547.0,0
E0_548,0.5480961923847696,548.0,0
E0_549,0.5490981963927856,549.0,0
E0_550,0.5501002004008017,550.0,0
E0_551,0.5511022044088176,551.0,0
E0_552,0.5521042084168337,552.0,0
E0_553,0.5531062124248497,553.0,0
E0_554,0.5541082164328658,554.0,0
E0_555,0.5551102204408818,555.0,0
E0_556,0.5561122244488977,556.0,0
E0_557,0.5571142284569138,557.0,0
E0_558,0.5581162324649298,558.0,0
E0_559,0.5591182364729459,559.0,0
E0_560,0.5601202404809619,560.0,0
E0_561,0.561122244488978,561.0,0
E0_562,0.5621242484969939,562.0,0
E0_563,0.56312625250501,563.0,0
E0_564,0.564128256513026,564.0,0
E0_565,0.5651302605210421,565.0,0
E0_566,0.5661322645290581,566.0,0
E0_567,0.5671342685370742,567.0,0
E0_568,0.5681362725450901,568.0,0
E0_569,0.5691382765531062,569.0,0
E0_570,0.5701402805611222,570.0,0
E0_571,0.5711422845691383,571.0,0
E0_572,0.5721442885771543,572.0,0
E0_573,0.5731462925851704,573.0,0
E0_574,0.5741482965931863,574.0,0
E0_575,0.5751503006012024,575.0,0
E0_576,0.5761523046092184,576.0,0
E0_577,0.5771543086172345,577.0,0
E0_578,0.5781563126252505,578.0,0
E0_579,0.5791583166332666,579.0,0
E0_580,0.5801603206412825,580.0,0
E0_581,0.5811623246492986,581.0,0
E0_582,0.5821643286573146,582.0,0
E0_583,0.5831663326653307,583.0,0
E0_584,0.5841683366733467,584.0,0
E0_585,0.5851703406813628,585.0,0
E0_586,0.5861723446893787,586.0,0
E0_587,0.5871743486973948,587.0,0
E0_588,0.5881763527054108,588.0,0
E0_589,0.5891783567134269,589.0,0
E0_590,0.5901803607214429,590.0,0
E0_591,0.591182364729459,591.0,0
E0_592,0.5921843687374749,592.0,0
E0_593,0.593186372745491,593.0,0
E0_594,0.594188376753507,594.0,0
E0_595,0.5951903807615231,595.0,0
E0_596,0.5961923847695391,596.0,0
E0_597,0.5971943887775552,597.0,0
E0_598,0.5981963927855711,598.0,0
E0_599,0.5991983967935872,599.0,0
E0_600,0.6002004008016032,600.0,0
E0_601,0.6012024048096193,601.0,0
E0_602,0.6022044088176353,602.0,0
E0_603,0.6032064128256514,603.0,0
E0_604,0.6042084168336673,604.0,0
E0_605,0.6052104208416834,605.0,0
E0_606,0.6062124248496994,606.0,0
E0_607,0.6072144288577155,607.0,0
E0_608,0.6082164328657315,608.0,0
E0_609,0.6092184368737475,609.0,0
E0_610,0.6102204408817635,610.0,0
E0_611,0.6112224448897795,611.0,0
E0_612,0.6122244488977956,612.0,0
E0_613,0.6132264529058116,613.0,0
E0_614,0.6142284569138277,614.0,0
E0_615,0.6152304609218436,615.0,0
E0_616,0.6162324649298597,616.0,0
E0_617,0.6172344689378757,617.0,0
E0_618,0.6182364729458918,618.0,0
E0_619,0.6192384769539078,619.0,0
E0_620,0.6202404809619239,620.0,0
E0_621,0.6212424849699398,621.0,0
E0_622,0.6222444889779559,622.0,0
E0_623,0.6232464929859719,623.0,0
E0_624,0.624248496993988,624.0,0
E0_625,0.625250501002004,625.0,0
E0_626,0.62625250501002,626.0,0
E0_627,0.627254509018036,627.0,0
E0_628,0.6282565130260521,628.0,0
E0_629,0.6292585170340681,629.0,0
E0_630,0.6302605210420842,630.0,0
E0_631,0.6312625250501002,631.0,0
E0_632,0.6322645290581163,632.0,0
E0_633,0.6332665330661322,633.0,0
E0_634,0.6342685370741483,634.0,0
E0_635,0.6352705410821643,635.0,0
E0_636,0.6362725450901804,636.0,0
E0_637,0.6372745490981964,637.0,0
E0_638,0.6382765531062125,638.0,0
E0_639,0.6392785571142284,639.0,0
E0_640,0.6402805611222445,640.0,0
E0_641,0.6412825651302605,641.0,0
E0_642,0.6422845691382766,642.0,0
E0_643,0.6432865731462926,643.0,0
E0_644,0.6442885771543087,644.0,0
E0_645,0.6452905811623246,645.0,0
E0_646,0.6462925851703407,646.0,0
E0_647,0.6472945891783567,647.0,0
E0_648,0.6482965931863728,648.0,0
E0_649,0.6492985971943888,649.0,0
E0_650,0.6503006012024048,650.0,0
E0_651,0.6513026052104208,651.0,0
E0_652,0.6523046092184369,652.0,0
E0_653,0.6533066132264529,653.0,0
E0_654,0.654308617234469,654.0,0
E0_655,0.655310621242485,655.0,0
E0_656,0.656312625250501,656.0,0
E0_657,0.657314629258517,657.0,0
E0_658,0.6583166332665331,658.0,0
E0_659,0.6593186372745491,659.0,0
E0_660,0.6603206412825652,660.0,0
E0_661,0.6613226452905812,661.0,0
E0_662,0.6623246492985972,662.0,0
E0_663,0.6633266533066132,663.0,0
E0_664,0.6643286573146293,664.0,0
E0_665,0.6653306613226453,665.0,0
E0_666,0.6663326653306614,666.0,0
E0_667,0.6673346693386774,667.0,0
E0_668,0.6683366733466933,668.0,0
E0_669,0.6693386773547094,669.0,0
E0_670,0.6703406813627254,670.0,0
E0_671,0.6713426853707415,671.0,0
E0_672,0.6723446893787575,672.0,0
E0_673,0.6733466933867736,673.0,0
E0_674,0.6743486973947895,674.0,0
E0_675,0.6753507014028056,675.0,0
E0_676,0.6763527054108216,676.0,0
E0_677,0.6773547094188377,677.0,0
E0_678,0.6783567134268537,678.0,0
E0_679,0.6793587174348698,679.0,0
E0_680,0.6803607214428857,680.0,0
E0_681,0.6813627254509018,681.0,0
E0_682,0.6823647294589178,682.0,0
E0_683,0.6833667334669339,683.0,0
E0_684,0.6843687374749499,684.0,0
E0_685,0.685370741482966,685.0,0
E0_686,0.6863727454909819,686.0,0
E0_687,0.687374749498998,687.0,0
E0_688,0.688376753507014,688.0,0
E0_689,0.6893787575150301,689.0,0
E0_690,0.6903807615230461,690.0,0
E0_691,0.6913827655310621,691.0,0
E0_692,0.6923847695390781,692.0,0
E0_693,0.6933867735470942,693.0,0
E0_694,0.6943887775551102,694.0,0
E0_695,0.6953907815631263,695.0,0
E0_696,0.6963927855711423,696.0,0
E0_697,0.6973947895791583,697.0,0
E0_698,0.6983967935871743,698.0,0
E0_699,0.6993987975951904,699.0,0
E0_700,0.7004008016032064,700.0,0
